{0, 0}
{0.0007644721688262922, 0.0006446567327578492}
{0.0015289444505200635, 0.0012893133316707272}
{0.0022934170708159562, 0.0019339695290487805}
{0.003057890255447525, 0.0025786250572025905}
{0.0038223642301464154, 0.0032232796484435743}
{0.004586839220641547, 0.003867933035084386}
{0.005351315452658293, 0.004512584949439317}
{0.006115793151917662, 0.005157235123824698}
{0.006880272544135475, 0.0058018832905593}
{0.007644753855021552, 0.006446529181964733}
{0.008409237310278886, 0.007091172530365852}
{0.009173723135602833, 0.007735813068091152}
{0.00993821155668028, 0.008380450527473176}
{0.010702702799188842, 0.009025084640848908}
{0.011467197088796025, 0.009669715140560184}
{0.012231694651158418, 0.010314341758954085}
{0.012996195711920877, 0.010958964228383343}
{0.013760700496715694, 0.011603582281206741}
{0.014525209231161788, 0.012248195649789514}
{0.015289722140863883, 0.012892804066503751}
{0.016054239451411687, 0.013537407263728799}
{0.016818761388379073, 0.014182004973851659}
{0.017583288177323266, 0.014826596929267395}
{0.018347820043784015, 0.01547118286237953}
{0.019112357213282784, 0.016115762505600453}
{0.019876899911321924, 0.016760335591351812}
{0.020641448363383864, 0.01740490185206493}
{0.021406002794930285, 0.018049461020181193}
{0.0221705634314013, 0.018694012828152466}
{0.022935130498214645, 0.019338557008441483}
{0.02369970422076485, 0.019983093293522255}
{0.024464284824422425, 0.020627621415880478}
{0.02522887253453305, 0.021272141108013926}
{0.025993467576416737, 0.02191665210243286}
{0.026758070175367032, 0.022561154131660426}
{0.02752268055665019, 0.02320564692823307}
{0.028287298945504344, 0.023850130224700925}
{0.029051925567138714, 0.02449460375362823}
{0.029816560646732763, 0.025139067247593717}
{0.030581204409435396, 0.02578352043919103}
{0.03134585708036413, 0.02642796306102912}
{0.03211051888460429, 0.027072394845732657}
{0.03287519004720818, 0.02771681552594242}
{0.033639870793194276, 0.028361224834315718}
{0.034404561347546395, 0.029005622503526785}
{0.03516926193521289, 0.029650008266267184}
{0.03593397278110582, 0.030294381855246216}
{0.036698694110100155, 0.030938743003191323}
{0.03746342614703294, 0.031583091442848495}
{0.03822816911670248, 0.03222742690698267}
{0.038992923243867536, 0.03287174912837816}
{0.039757688753246485, 0.03351605783983902}
{0.040522465869516536, 0.03416035277418948}
{0.041287254817312886, 0.03480463366427435}
{0.04205205582122792, 0.03544890024295942}
{0.04281686910581037, 0.03609315224313187}
{0.04358169489556454, 0.03673738939770067}
{0.044346533414949464, 0.03738161143959701}
{0.045111384888378084, 0.038025818101774654}
{0.045876249540216456, 0.03867000911721043}
{0.046641127594782915, 0.03931418421890455}
{0.04740601927634727, 0.039958343139881086}
{0.048170924809129996, 0.040602485613188334}
{0.048935844417301394, 0.04124661137189925}
{0.04970077832498081, 0.04189072014911185}
{0.05046572675623578, 0.0425348116779496}
{0.051230689935081265, 0.043178885691561864}
{0.05199566808547879, 0.043822941923124276}
{0.05276066143133566, 0.044466980105839174}
{0.05352567019650413, 0.045110999972936}
{0.054290694604780594, 0.04575500125767171}
{0.05505573487990478, 0.046398983693331175}
{0.055820791245558936, 0.04704294701322763}
{0.05658586392536699, 0.047686890950703026}
{0.05735095314289378, 0.048330815239128494}
{0.058116059121644206, 0.04897471961190473}
{0.05888118208506243, 0.049618603802462406}
{0.05964632225653107, 0.0502624675442626}
{0.06041147985937037, 0.050906310570797184}
{0.06117665511683741, 0.05155013261558926}
{0.06194184825212528, 0.052193933412193555}
{0.06270705948836226, 0.05283771269419685}
{0.06347228904861103, 0.05348147019521837}
{0.06423753715586784, 0.05412520564891024}
{0.0650028040330617, 0.05476891878895786}
{0.06576808990305359, 0.055412609349080315}
{0.06653339498863561, 0.05605627706303083}
{0.06729871951253023, 0.05669992166459716}
{0.0680640636973894, 0.057343542887602}
{0.06882942776579382, 0.057987140465903426}
{0.06959481194025205, 0.05863071413339527}
{0.07036021644319977, 0.05927426362400757}
